epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,119.233,1.69098,3.85729,1.22594,0,0,0,0,1.63331,4.62837,0.98623,7.13642e-05,7.13642e-05,7.13642e-05
47,121.656,1.82017,4.0268,1.2016,0,0,0,0,1.57719,4.52892,0.97149,7.16476e-05,7.16476e-05,7.16476e-05
48,123.939,1.74002,4.1243,1.24811,0,0,0,0,1.57719,4.52892,0.97149,7.18744e-05,7.18744e-05,7.18744e-05
49,126.45,1.82172,3.98841,1.26468,0,0,0,0,1.5482,4.45582,0.97566,7.20445e-05,7.20445e-05,7.20445e-05
50,129.031,1.97108,3.9215,1.21252,0,0,0,0,1.5482,4.45582,0.97566,7.21581e-05,7.21581e-05,7.21581e-05
51,131.682,1.92976,3.94668,1.35979,0,0,0,0,1.55456,4.36875,0.98669,7.2215e-05,7.2215e-05,7.2215e-05
52,134.079,1.76654,3.73357,1.21973,0,0,0,0,1.55456,4.36875,0.98669,7.22153e-05,7.22153e-05,7.22153e-05
53,136.386,1.726,3.39562,1.15518,0,0,0,0,1.55456,4.36875,0.98669,7.21589e-05,7.21589e-05,7.21589e-05
54,140.34,1.68575,3.6043,1.23668,0.5,0.5,0.4975,0.34212,1.59099,4.26679,1.01886,7.2046e-05,7.2046e-05,7.2046e-05
55,142.582,1.67794,3.53509,1.20321,0.5,0.5,0.4975,0.34212,1.59099,4.26679,1.01886,7.18764e-05,7.18764e-05,7.18764e-05
56,145.012,1.6175,3.335,1.20541,0.5,0.5,0.4975,0.34212,1.59099,4.26679,1.01886,7.16502e-05,7.16502e-05,7.16502e-05
57,148.152,1.86195,3.38738,1.31504,0.33333,0.5,0.4975,0.33575,1.61178,4.13049,1.0469,7.13673e-05,7.13673e-05,7.13673e-05
58,150.68,1.75317,3.00335,1.20626,0.33333,0.5,0.4975,0.33575,1.61178,4.13049,1.0469,7.10278e-05,7.10278e-05,7.10278e-05
59,153.242,1.59214,3.18669,1.28547,0.33333,0.5,0.4975,0.33575,1.61178,4.13049,1.0469,7.06317e-05,7.06317e-05,7.06317e-05
60,156.967,1.93729,3.35875,1.19204,0.25,0.5,0.4975,0.33256,1.65297,3.9564,1.06611,7.0179e-05,7.0179e-05,7.0179e-05
61,159.82,1.66471,3.22532,1.16415,0.25,0.5,0.4975,0.33256,1.65297,3.9564,1.06611,6.96696e-05,6.96696e-05,6.96696e-05
62,162.515,1.63424,2.63253,1.13507,0.25,0.5,0.4975,0.33256,1.65297,3.9564,1.06611,6.91036e-05,6.91036e-05,6.91036e-05
63,165.309,1.66718,2.98517,1.18017,0.25,0.5,0.4975,0.33256,1.75677,3.78835,1.11731,6.8481e-05,6.8481e-05,6.8481e-05
64,168.159,1.58283,3.36038,1.14073,0.25,0.5,0.4975,0.33256,1.75677,3.78835,1.11731,6.78017e-05,6.78017e-05,6.78017e-05
65,170.81,1.62944,2.67612,1.18011,0.25,0.5,0.4975,0.33256,1.75677,3.78835,1.11731,6.70659e-05,6.70659e-05,6.70659e-05
66,173.519,1.68281,2.99964,1.20273,0.25,0.5,0.4975,0.33256,1.88184,3.54547,1.14296,6.62734e-05,6.62734e-05,6.62734e-05
67,176.34,1.58696,2.80822,1.19285,0.25,0.5,0.4975,0.33256,1.88184,3.54547,1.14296,6.54242e-05,6.54242e-05,6.54242e-05
68,179.019,1.66008,3.00292,1.24663,0.25,0.5,0.4975,0.33256,1.88184,3.54547,1.14296,6.45185e-05,6.45185e-05,6.45185e-05
69,182.496,1.67791,3.23566,1.34975,0.25,0.5,0.4975,0.33256,1.97575,3.34981,1.23412,6.35561e-05,6.35561e-05,6.35561e-05
70,185.11,1.73396,3.12358,1.32025,0.25,0.5,0.4975,0.33256,1.97575,3.34981,1.23412,6.2537e-05,6.2537e-05,6.2537e-05
71,188.527,1.67206,2.68697,1.23723,0.25,0.5,0.4975,0.33256,1.97575,3.34981,1.23412,6.14614e-05,6.14614e-05,6.14614e-05
72,191.436,1.55289,2.95879,1.12098,0.45679,0.5,0.4975,0.33256,2.0601,3.19193,1.2922,6.03291e-05,6.03291e-05,6.03291e-05
73,193.793,1.47216,2.50631,1.08438,0.45679,0.5,0.4975,0.33256,2.0601,3.19193,1.2922,5.91402e-05,5.91402e-05,5.91402e-05
74,196.572,1.67709,2.97491,1.23642,0.45679,0.5,0.4975,0.33256,2.0601,3.19193,1.2922,5.78947e-05,5.78947e-05,5.78947e-05
