epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,688.954,1.80207,1.94235,1.82451,0.5827,0.47541,0.43677,0.13178,2.2935,2.05735,2.3264,0.000128227,0.000128227,0.000128227
66,700.121,1.82305,1.98104,1.80875,0.6102,0.46195,0.4575,0.13072,2.32759,2.0127,2.34775,0.000126762,0.000126762,0.000126762
67,711.074,1.78213,1.9784,1.83154,0.50471,0.45902,0.41493,0.11303,2.30262,2.13951,2.37588,0.000125297,0.000125297,0.000125297
68,722.128,1.73444,1.92311,1.78997,0.52499,0.45082,0.43257,0.11772,2.3552,2.07907,2.3886,0.000123832,0.000123832,0.000123832
69,732.917,1.82035,1.90034,1.81295,0.50883,0.45902,0.3942,0.1102,2.37494,2.07358,2.44,0.000122366,0.000122366,0.000122366
70,743.66,1.76564,1.9321,1.83372,0.57997,0.40164,0.39873,0.11491,2.35101,2.04824,2.41337,0.000120901,0.000120901,0.000120901
71,754.808,1.78068,1.90264,1.81222,0.54758,0.45082,0.42404,0.11862,2.28741,2.07886,2.32052,0.000119436,0.000119436,0.000119436
72,765.873,1.78459,1.91658,1.7973,0.46276,0.47541,0.40435,0.11792,2.30876,2.12366,2.36683,0.000117971,0.000117971,0.000117971
73,776.772,1.76988,1.8741,1.80525,0.54589,0.40164,0.40732,0.12063,2.3385,2.10424,2.38146,0.000116506,0.000116506,0.000116506
74,787.719,1.76916,1.90898,1.7817,0.53804,0.43917,0.41926,0.13044,2.29905,2.04889,2.34312,0.00011504,0.00011504,0.00011504
75,798.513,1.749,1.8833,1.79106,0.60274,0.41803,0.46957,0.1331,2.32444,2.03863,2.35053,0.000113575,0.000113575,0.000113575
76,809.305,1.75933,1.89537,1.74702,0.55214,0.44262,0.41477,0.11787,2.26794,2.00696,2.304,0.00011211,0.00011211,0.00011211
77,820.116,1.76022,1.84051,1.77617,0.5504,0.44262,0.39811,0.12144,2.32586,1.99591,2.3323,0.000110645,0.000110645,0.000110645
78,830.961,1.71345,1.83066,1.75204,0.50694,0.44262,0.42541,0.11865,2.34378,2.01767,2.36746,0.00010918,0.00010918,0.00010918
79,841.83,1.73297,1.79151,1.73937,0.5454,0.48361,0.41377,0.12423,2.32611,1.97751,2.30758,0.000107714,0.000107714,0.000107714
80,852.676,1.73347,1.79596,1.74642,0.60597,0.43443,0.44642,0.13357,2.31121,1.96403,2.31186,0.000106249,0.000106249,0.000106249
81,863.538,1.76732,1.86812,1.76663,0.55797,0.46721,0.43896,0.13064,2.28206,2.00589,2.29849,0.000104784,0.000104784,0.000104784
82,874.523,1.71486,1.79717,1.74215,0.54433,0.4918,0.43279,0.12814,2.3246,2.02324,2.34435,0.000103319,0.000103319,0.000103319
