epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,994.064,1.61645,1.47592,1.54548,0.73608,0.71309,0.74785,0.34163,1.76361,1.24119,1.64225,0.000901,0.000901,0.000901
17,1056.88,1.61437,1.44744,1.53088,0.7319,0.74015,0.77728,0.40033,1.57941,1.17908,1.48777,0.0008944,0.0008944,0.0008944
18,1120,1.60206,1.43436,1.52224,0.74278,0.71215,0.75455,0.36359,1.69161,1.2191,1.57556,0.0008878,0.0008878,0.0008878
19,1183.45,1.61009,1.41494,1.52703,0.75293,0.76019,0.77912,0.36621,1.73966,1.1478,1.58763,0.0008812,0.0008812,0.0008812
20,1248.16,1.61923,1.44087,1.5303,0.74366,0.71486,0.75438,0.37896,1.5955,1.34691,1.53421,0.0008746,0.0008746,0.0008746
21,1311.29,1.59058,1.3998,1.51531,0.73845,0.73995,0.76623,0.36937,1.68059,1.1933,1.56363,0.000868,0.000868,0.000868
22,1375.21,1.58199,1.39743,1.52732,0.75283,0.76162,0.78813,0.38042,1.7021,1.15151,1.55442,0.0008614,0.0008614,0.0008614
23,1439.71,1.57954,1.36373,1.4995,0.78182,0.76021,0.80405,0.40246,1.62183,1.09431,1.52372,0.0008548,0.0008548,0.0008548
24,1503.4,1.58541,1.36762,1.51196,0.75047,0.73021,0.76622,0.39215,1.59429,1.15212,1.51103,0.0008482,0.0008482,0.0008482
25,1567.13,1.58755,1.36309,1.50348,0.70868,0.74374,0.79344,0.41226,1.56791,1.10481,1.48722,0.0008416,0.0008416,0.0008416
26,1631.12,1.57724,1.36836,1.50074,0.74999,0.76131,0.78772,0.41584,1.54736,1.12288,1.47318,0.000835,0.000835,0.000835
27,1696.29,1.56445,1.34176,1.49747,0.7759,0.76162,0.80314,0.40504,1.61445,1.15286,1.52513,0.0008284,0.0008284,0.0008284
28,1760.19,1.57406,1.33785,1.50026,0.7843,0.76416,0.82328,0.42145,1.56392,1.01888,1.48639,0.0008218,0.0008218,0.0008218
29,1823.3,1.56484,1.3364,1.49922,0.78218,0.75922,0.8057,0.40862,1.57221,1.07994,1.48839,0.0008152,0.0008152,0.0008152
30,1887.42,1.53698,1.30543,1.4754,0.76712,0.77104,0.80629,0.42199,1.56135,1.0389,1.4583,0.0008086,0.0008086,0.0008086
31,1951.82,1.5597,1.30859,1.48862,0.77709,0.78122,0.82937,0.40303,1.6952,1.02513,1.5412,0.000802,0.000802,0.000802
32,2016.66,1.5394,1.2942,1.47214,0.74617,0.78258,0.81611,0.42427,1.57946,1.09703,1.48743,0.0007954,0.0007954,0.0007954
33,2080.39,1.53833,1.29335,1.47575,0.79594,0.79807,0.84572,0.44808,1.55902,0.97617,1.47571,0.0007888,0.0007888,0.0007888
34,2143.54,1.53599,1.28517,1.47483,0.77261,0.7726,0.81437,0.4246,1.56451,1.02558,1.47718,0.0007822,0.0007822,0.0007822
35,2207.73,1.52616,1.27534,1.47089,0.8001,0.78822,0.84153,0.45278,1.52752,0.96007,1.45848,0.0007756,0.0007756,0.0007756
36,2272.01,1.52601,1.25586,1.45586,0.75136,0.76613,0.79081,0.413,1.59837,1.18634,1.5011,0.000769,0.000769,0.000769
37,2335.55,1.5219,1.25674,1.46691,0.79896,0.77102,0.83169,0.42843,1.58514,1.01749,1.50348,0.0007624,0.0007624,0.0007624
38,2399.17,1.5188,1.26193,1.46648,0.7909,0.80003,0.84223,0.4509,1.51352,0.95645,1.44945,0.0007558,0.0007558,0.0007558
39,2462.19,1.52659,1.22944,1.45219,0.77758,0.79188,0.82691,0.4397,1.55159,1.0072,1.46075,0.0007492,0.0007492,0.0007492
40,2526.49,1.50613,1.22555,1.45105,0.83988,0.78344,0.84903,0.43735,1.59986,0.95099,1.48336,0.0007426,0.0007426,0.0007426
41,2590.41,1.52035,1.22062,1.44798,0.79451,0.80304,0.84949,0.46481,1.51042,0.91918,1.4335,0.000736,0.000736,0.000736
42,2653.82,1.50176,1.20352,1.44848,0.8011,0.82141,0.85948,0.45927,1.54217,0.90866,1.44236,0.0007294,0.0007294,0.0007294
43,2718.24,1.52851,1.24053,1.45731,0.81728,0.80552,0.8551,0.45718,1.56128,0.91015,1.47137,0.0007228,0.0007228,0.0007228
44,2781.89,1.50834,1.21311,1.45564,0.82633,0.79834,0.85148,0.45298,1.53719,0.92349,1.44736,0.0007162,0.0007162,0.0007162
45,2845.58,1.51457,1.21695,1.46051,0.80454,0.80775,0.85744,0.46099,1.52092,0.92455,1.44628,0.0007096,0.0007096,0.0007096
46,2908.88,1.50224,1.19063,1.44411,0.83105,0.80094,0.85693,0.47576,1.48678,0.91118,1.43311,0.000703,0.000703,0.000703
47,2972.52,1.49761,1.19039,1.45103,0.8194,0.79709,0.85758,0.47387,1.47045,0.90907,1.4169,0.0006964,0.0006964,0.0006964
48,3035.76,1.48118,1.183,1.43592,0.84043,0.789,0.8559,0.46818,1.49754,0.9032,1.42491,0.0006898,0.0006898,0.0006898
49,3099.75,1.50042,1.20144,1.44949,0.80049,0.801,0.85204,0.45437,1.52487,0.92332,1.44644,0.0006832,0.0006832,0.0006832
50,3162.81,1.48512,1.1877,1.43882,0.82146,0.80827,0.86341,0.48012,1.47996,0.88385,1.41319,0.0006766,0.0006766,0.0006766
51,3225.86,1.48961,1.18199,1.44268,0.83425,0.80734,0.86141,0.47179,1.47956,0.92314,1.41695,0.00067,0.00067,0.00067
52,3289.12,1.49081,1.18156,1.44464,0.84366,0.77118,0.85656,0.46741,1.51633,0.91196,1.43087,0.0006634,0.0006634,0.0006634
53,3353.44,1.49282,1.17867,1.42809,0.81833,0.79376,0.86068,0.46233,1.54088,0.90583,1.44821,0.0006568,0.0006568,0.0006568
54,3416.25,1.46479,1.14358,1.41474,0.83805,0.80347,0.86784,0.47225,1.50399,0.88696,1.43463,0.0006502,0.0006502,0.0006502
55,3479.78,1.48878,1.15492,1.42135,0.80203,0.80173,0.84184,0.45496,1.54435,0.9656,1.45422,0.0006436,0.0006436,0.0006436
56,3542.89,1.46332,1.15323,1.41894,0.81782,0.82625,0.85761,0.47062,1.48888,0.9072,1.42224,0.000637,0.000637,0.000637
57,3606.31,1.46901,1.14024,1.41359,0.83472,0.8251,0.8663,0.46849,1.5222,0.85515,1.43787,0.0006304,0.0006304,0.0006304
58,3669.65,1.46087,1.14346,1.41862,0.83665,0.8208,0.87288,0.48158,1.4903,0.87492,1.41976,0.0006238,0.0006238,0.0006238
59,3731.79,1.46546,1.12711,1.41851,0.81845,0.83362,0.87071,0.47304,1.50445,0.85462,1.42334,0.0006172,0.0006172,0.0006172
60,3796.01,1.47707,1.16438,1.42846,0.84336,0.81114,0.87228,0.49704,1.46003,0.85432,1.40818,0.0006106,0.0006106,0.0006106
61,3859.78,1.46532,1.14666,1.41325,0.8464,0.7906,0.87191,0.48719,1.47959,0.84296,1.4106,0.000604,0.000604,0.000604
62,3923.89,1.47016,1.13942,1.42168,0.81294,0.81598,0.86414,0.47445,1.46844,0.87726,1.41206,0.0005974,0.0005974,0.0005974
63,3987.04,1.47145,1.14121,1.42167,0.83334,0.81988,0.87654,0.48345,1.51239,0.84599,1.41902,0.0005908,0.0005908,0.0005908
64,4050.04,1.4486,1.11481,1.40808,0.836,0.83366,0.87492,0.49546,1.45243,0.85516,1.39928,0.0005842,0.0005842,0.0005842
65,4113.47,1.4551,1.11093,1.40457,0.83489,0.79278,0.86066,0.4742,1.51584,0.87587,1.4327,0.0005776,0.0005776,0.0005776
66,4177.14,1.45251,1.11267,1.40993,0.84922,0.8353,0.88124,0.49157,1.47838,0.82647,1.40927,0.000571,0.000571,0.000571
67,4241.32,1.45162,1.10748,1.40728,0.83672,0.82619,0.87392,0.50172,1.44091,0.82217,1.38647,0.0005644,0.0005644,0.0005644
68,4304.21,1.44873,1.1046,1.41032,0.81715,0.82491,0.86156,0.48052,1.48836,0.88106,1.41004,0.0005578,0.0005578,0.0005578
69,4367.77,1.46281,1.11028,1.41455,0.82256,0.81736,0.86488,0.48889,1.44998,0.84466,1.37995,0.0005512,0.0005512,0.0005512
70,4431.54,1.43915,1.09936,1.39696,0.85839,0.8105,0.87084,0.49694,1.42496,0.84332,1.37777,0.0005446,0.0005446,0.0005446
71,4495.26,1.44668,1.09518,1.39745,0.85859,0.82277,0.88,0.49142,1.47605,0.84788,1.40054,0.000538,0.000538,0.000538
72,4558.88,1.45272,1.10878,1.41069,0.85264,0.81619,0.8808,0.50533,1.4503,0.81204,1.38692,0.0005314,0.0005314,0.0005314
73,4621.91,1.44273,1.06564,1.39054,0.83308,0.84726,0.87817,0.49464,1.45884,0.84235,1.39518,0.0005248,0.0005248,0.0005248
74,4684.85,1.44044,1.08018,1.40117,0.84969,0.83128,0.88178,0.50888,1.42577,0.81145,1.38186,0.0005182,0.0005182,0.0005182
75,4749.06,1.43487,1.09135,1.40117,0.85746,0.83308,0.89124,0.51749,1.43695,0.79425,1.37637,0.0005116,0.0005116,0.0005116
76,4812.56,1.43929,1.07187,1.38636,0.85546,0.82225,0.88232,0.50299,1.46276,0.80471,1.38753,0.000505,0.000505,0.000505
77,4876.28,1.42927,1.07444,1.40112,0.86738,0.82971,0.88245,0.51132,1.43331,0.80345,1.37602,0.0004984,0.0004984,0.0004984
78,4939.72,1.43004,1.07096,1.39448,0.85728,0.82042,0.88374,0.51136,1.41875,0.84755,1.37823,0.0004918,0.0004918,0.0004918
79,5002.82,1.44053,1.07222,1.38947,0.81961,0.83019,0.87997,0.49815,1.4747,0.81946,1.39208,0.0004852,0.0004852,0.0004852
80,5065.71,1.4299,1.07945,1.39268,0.85295,0.82428,0.88759,0.51641,1.40074,0.79745,1.36732,0.0004786,0.0004786,0.0004786
81,5129.13,1.4232,1.05738,1.39313,0.85382,0.83539,0.88367,0.50642,1.44436,0.78201,1.38085,0.000472,0.000472,0.000472
82,5193.51,1.42728,1.05842,1.38843,0.8641,0.82304,0.88783,0.50268,1.46603,0.78956,1.4012,0.0004654,0.0004654,0.0004654
83,5257,1.4286,1.06007,1.39086,0.84328,0.84304,0.88535,0.50678,1.41419,0.80271,1.36736,0.0004588,0.0004588,0.0004588
84,5320.88,1.41228,1.03962,1.37228,0.86151,0.83449,0.89038,0.51628,1.422,0.80203,1.37911,0.0004522,0.0004522,0.0004522
85,5385.47,1.42348,1.06148,1.39379,0.8382,0.83717,0.88412,0.50144,1.4567,0.79442,1.39408,0.0004456,0.0004456,0.0004456
86,5448.67,1.40522,1.01278,1.37229,0.83855,0.85049,0.88822,0.51126,1.43686,0.78649,1.37348,0.000439,0.000439,0.000439
87,5512.19,1.40726,1.02976,1.3695,0.84473,0.83716,0.89113,0.5156,1.41363,0.77499,1.36182,0.0004324,0.0004324,0.0004324
88,5575.74,1.42326,1.03526,1.3738,0.84424,0.86049,0.8923,0.51601,1.42105,0.77087,1.36359,0.0004258,0.0004258,0.0004258
89,5640.06,1.42694,1.05456,1.37962,0.86239,0.8343,0.89159,0.51772,1.40933,0.77431,1.3654,0.0004192,0.0004192,0.0004192
90,5703.82,1.42171,1.05232,1.39354,0.86636,0.8368,0.89418,0.51059,1.46613,0.77075,1.38384,0.0004126,0.0004126,0.0004126
91,5765.96,1.38941,1.00872,1.36316,0.88408,0.82977,0.89698,0.51783,1.42704,0.77469,1.37084,0.000406,0.000406,0.000406
92,5830.11,1.41919,1.0479,1.39204,0.86106,0.84798,0.88871,0.52231,1.40179,0.79684,1.35835,0.0003994,0.0003994,0.0003994
93,5893.05,1.40276,1.03072,1.37447,0.8791,0.84165,0.90042,0.52368,1.42269,0.76222,1.36235,0.0003928,0.0003928,0.0003928
94,5956.88,1.4104,1.02894,1.37198,0.85417,0.85827,0.89918,0.5271,1.40877,0.76402,1.35839,0.0003862,0.0003862,0.0003862
95,6021.17,1.39474,1.02215,1.36117,0.87381,0.84302,0.90206,0.5265,1.41157,0.75786,1.3525,0.0003796,0.0003796,0.0003796
96,6084.47,1.40003,1.02502,1.37011,0.87924,0.84149,0.9045,0.52101,1.43729,0.7562,1.37052,0.000373,0.000373,0.000373
97,6147.87,1.39241,1.01456,1.36471,0.87712,0.83393,0.89584,0.51157,1.45436,0.77051,1.37331,0.0003664,0.0003664,0.0003664
98,6211.77,1.38494,1.00367,1.3558,0.86935,0.83969,0.89917,0.52759,1.39907,0.74715,1.34967,0.0003598,0.0003598,0.0003598
99,6275.05,1.3951,1.01859,1.3663,0.86269,0.84276,0.89404,0.517,1.40859,0.76301,1.35657,0.0003532,0.0003532,0.0003532
100,6338.39,1.39174,1.0115,1.36695,0.88793,0.84422,0.90267,0.53064,1.38808,0.75334,1.34306,0.0003466,0.0003466,0.0003466
101,6402.09,1.38248,0.99867,1.36159,0.87542,0.84214,0.89768,0.5309,1.37269,0.74868,1.33851,0.00034,0.00034,0.00034
102,6465.15,1.38079,1.00571,1.36289,0.88702,0.84262,0.90259,0.53033,1.39204,0.75522,1.34379,0.0003334,0.0003334,0.0003334
103,6528,1.38265,0.98607,1.34487,0.87174,0.85422,0.90607,0.52882,1.40326,0.75894,1.34984,0.0003268,0.0003268,0.0003268
104,6591.29,1.37582,0.99106,1.34445,0.86969,0.85116,0.901,0.53523,1.3813,0.73905,1.3367,0.0003202,0.0003202,0.0003202
105,6654.72,1.38693,0.98313,1.34905,0.87103,0.84474,0.9029,0.53576,1.37457,0.75051,1.33676,0.0003136,0.0003136,0.0003136
106,6718.37,1.38412,0.98871,1.34905,0.87804,0.85398,0.90674,0.53793,1.37875,0.72575,1.3421,0.000307,0.000307,0.000307
107,6781.82,1.36782,0.96706,1.35318,0.87865,0.84479,0.90398,0.53565,1.39693,0.73794,1.34608,0.0003004,0.0003004,0.0003004
108,6846.79,1.38473,0.97848,1.34524,0.88961,0.8534,0.90742,0.5392,1.38731,0.72923,1.34521,0.0002938,0.0002938,0.0002938
109,6910.71,1.3847,0.98858,1.35148,0.88591,0.84941,0.90844,0.53101,1.40278,0.7307,1.35094,0.0002872,0.0002872,0.0002872
110,6974.64,1.37633,0.98247,1.3509,0.86603,0.85219,0.90119,0.53292,1.39717,0.73577,1.34654,0.0002806,0.0002806,0.0002806
111,7038.74,1.37475,0.9749,1.33893,0.8725,0.84878,0.90195,0.53891,1.38381,0.73216,1.33953,0.000274,0.000274,0.000274
112,7102.12,1.36773,0.95827,1.33822,0.88437,0.85542,0.90715,0.54271,1.37972,0.72545,1.33913,0.0002674,0.0002674,0.0002674
113,7165.73,1.37861,0.97006,1.3444,0.88265,0.84546,0.90448,0.53813,1.38744,0.7323,1.34369,0.0002608,0.0002608,0.0002608
114,7229.21,1.35614,0.97268,1.34012,0.88261,0.84697,0.90496,0.54174,1.37459,0.7191,1.33834,0.0002542,0.0002542,0.0002542
115,7291.69,1.35659,0.95305,1.3419,0.8723,0.86451,0.90787,0.53825,1.39029,0.72307,1.3437,0.0002476,0.0002476,0.0002476
116,7354.46,1.34934,0.95723,1.34052,0.87094,0.86287,0.90718,0.5365,1.40529,0.73323,1.35671,0.000241,0.000241,0.000241
117,7417.81,1.35691,0.94774,1.34032,0.88392,0.85492,0.90686,0.54422,1.36705,0.72467,1.33189,0.0002344,0.0002344,0.0002344
118,7481.17,1.36318,0.94936,1.33202,0.90228,0.83851,0.90489,0.53824,1.38018,0.7289,1.33835,0.0002278,0.0002278,0.0002278
119,7543.97,1.36195,0.95674,1.33275,0.89297,0.8435,0.90669,0.54208,1.37774,0.71937,1.33604,0.0002212,0.0002212,0.0002212
120,7607.97,1.37072,0.96492,1.33358,0.88245,0.85349,0.90628,0.54272,1.37314,0.7253,1.33284,0.0002146,0.0002146,0.0002146
121,7672.17,1.3611,0.973,1.34335,0.88896,0.85094,0.91428,0.54978,1.36578,0.71454,1.33108,0.000208,0.000208,0.000208
122,7735.47,1.35123,0.95585,1.33659,0.88901,0.85789,0.9119,0.54535,1.36729,0.72344,1.33547,0.0002014,0.0002014,0.0002014
123,7799.87,1.34293,0.95229,1.33423,0.89039,0.84831,0.91011,0.54493,1.37659,0.71512,1.33491,0.0001948,0.0001948,0.0001948
124,7880.68,1.35093,0.94605,1.33096,0.87093,0.86343,0.91122,0.54113,1.3793,0.71448,1.3336,0.0001882,0.0001882,0.0001882
125,7943.28,1.35666,0.95676,1.33865,0.88231,0.86562,0.91456,0.54776,1.36505,0.70189,1.33037,0.0001816,0.0001816,0.0001816
126,8007.32,1.34714,0.95226,1.32862,0.87896,0.85852,0.91202,0.54067,1.37339,0.71127,1.33495,0.000175,0.000175,0.000175
127,8070.84,1.33645,0.93429,1.32213,0.87838,0.8545,0.91177,0.54711,1.35797,0.70018,1.32705,0.0001684,0.0001684,0.0001684
128,8133.89,1.33007,0.91427,1.31795,0.87193,0.87136,0.91321,0.54925,1.36028,0.70038,1.32456,0.0001618,0.0001618,0.0001618
129,8197.42,1.35324,0.93909,1.33862,0.89085,0.85739,0.91301,0.5505,1.36659,0.69885,1.33011,0.0001552,0.0001552,0.0001552
130,8261.5,1.34568,0.94134,1.3275,0.88453,0.8655,0.91166,0.54922,1.36421,0.70308,1.32795,0.0001486,0.0001486,0.0001486
131,8325.06,1.33752,0.92419,1.32089,0.89147,0.85868,0.91261,0.55142,1.35676,0.69544,1.32381,0.000142,0.000142,0.000142
132,8388.41,1.32975,0.90868,1.31088,0.88546,0.86819,0.9124,0.54814,1.36876,0.69589,1.33035,0.0001354,0.0001354,0.0001354
133,8451.74,1.32878,0.92529,1.32108,0.88379,0.85873,0.90921,0.54367,1.36435,0.69992,1.33233,0.0001288,0.0001288,0.0001288
134,8514.8,1.32766,0.919,1.31112,0.89943,0.84608,0.91419,0.54649,1.36874,0.69758,1.3334,0.0001222,0.0001222,0.0001222
135,8578.2,1.33212,0.91573,1.32018,0.89703,0.8588,0.91536,0.55088,1.36146,0.69544,1.33443,0.0001156,0.0001156,0.0001156
136,8641.7,1.32977,0.9211,1.32309,0.88295,0.8676,0.91316,0.5528,1.35695,0.69497,1.32653,0.000109,0.000109,0.000109
137,8705.12,1.32426,0.90181,1.32033,0.88458,0.86632,0.9144,0.55195,1.3611,0.69266,1.32799,0.0001024,0.0001024,0.0001024
138,8768.63,1.32705,0.91029,1.32531,0.88332,0.86792,0.91455,0.55803,1.34632,0.6892,1.32279,9.58e-05,9.58e-05,9.58e-05
139,8832.86,1.32848,0.91761,1.31509,0.87099,0.8757,0.91582,0.5507,1.36793,0.69339,1.32986,8.92e-05,8.92e-05,8.92e-05
140,8896.58,1.32442,0.91472,1.31897,0.88125,0.86688,0.91676,0.55288,1.36364,0.68739,1.32839,8.26e-05,8.26e-05,8.26e-05
141,8949.36,1.22732,0.76421,1.33554,0.88281,0.85648,0.90815,0.54834,1.36792,0.69824,1.33255,7.6e-05,7.6e-05,7.6e-05
142,9001.83,1.21576,0.73968,1.32249,0.86927,0.87281,0.91042,0.55127,1.36123,0.69553,1.32776,6.94e-05,6.94e-05,6.94e-05
143,9054.09,1.20947,0.7309,1.32986,0.87177,0.87483,0.91319,0.55051,1.36156,0.69224,1.32477,6.28e-05,6.28e-05,6.28e-05
144,9106.37,1.20443,0.72471,1.31925,0.87965,0.86737,0.91224,0.55044,1.364,0.69261,1.32661,5.62e-05,5.62e-05,5.62e-05
145,9158.44,1.19217,0.71872,1.31553,0.87537,0.87255,0.91253,0.55126,1.35881,0.69207,1.32578,4.96e-05,4.96e-05,4.96e-05
146,9211.08,1.20798,0.72474,1.31978,0.88432,0.87119,0.91141,0.55329,1.34625,0.68695,1.31952,4.3e-05,4.3e-05,4.3e-05
147,9263.47,1.20176,0.71983,1.32776,0.87779,0.87156,0.912,0.55561,1.342,0.68483,1.31535,3.64e-05,3.64e-05,3.64e-05
148,9315.76,1.19972,0.71856,1.31756,0.87787,0.87113,0.91275,0.55687,1.34112,0.68345,1.31587,2.98e-05,2.98e-05,2.98e-05
149,9367.75,1.20697,0.71935,1.31527,0.88122,0.87248,0.91343,0.55557,1.34605,0.68378,1.3167,2.32e-05,2.32e-05,2.32e-05
150,9419.77,1.19371,0.71523,1.32111,0.88301,0.87569,0.91536,0.55662,1.34614,0.68285,1.31755,1.66e-05,1.66e-05,1.66e-05
